rank,phd_school,phd_country,n,n_dest,score,D,T,R,I,is_prestigious,retention_rate,uplift,intl_rate,self_ret,pct_tenure_track,pct_permanent_research,pct_industry_senior,pct_government,pct_industry_entry,pct_postdoc,pct_further_education,pct_unknown
261,harbin institute of technology,cn,27,25,39.44,0.33508388185025006,0.6081576439254132,1.0,0.6,True,0.3333333333333333,-0.1683011184861421,0.5185185185185185,0.0,22.2,0.0,0.0,0.0,0.0,11.1,40.7,25.9
262,saint petersburg state university,ru,28,26,39.19,0.26627463179033856,0.7340293596769669,1.0,0.4857142857142857,True,0.14285714285714285,-0.1531732117255575,0.32142857142857145,0.0,35.7,17.9,3.6,0.0,7.1,14.3,7.1,14.3
263,universidade de são paulo,br,60,55,38.94,0.29583839071638557,0.7225999928553606,1.0,0.4295081967213115,True,0.04918032786885246,-0.3182945609470117,0.21311475409836064,0.0,40.0,3.3,3.3,10.0,1.7,18.3,10.0,15.0
264,universiti sains malaysia,my,22,20,38.61,0.2719318145847358,0.7603192682022479,1.0,0.4,True,0.0,-0.3360809067004756,0.5909090909090909,0.0,59.1,4.5,0.0,0.0,0.0,4.5,4.5,27.3
265,university of birmingham,gb,24,23,38.57,0.36426405120277344,0.6223502105566913,1.0,0.47500000000000003,True,0.125,-0.27456108038492605,0.5833333333333334,0.0,12.5,0.0,0.0,0.0,0.0,37.5,8.3,41.7
266,beijing institute of technology,cn,16,15,38.13,0.27775235678685106,0.7342613684581782,1.0,0.4375,True,0.0625,-0.14474658945703017,0.3125,0.0,50.0,6.2,0.0,0.0,0.0,6.2,6.2,31.2
267,tarbiat modares university,ir,17,16,37.89,0.28570931382107806,0.6941461963376869,1.0,0.5058823529411764,True,0.17647058823529413,-0.15997510347717686,0.23529411764705882,0.0,41.2,0.0,0.0,0.0,0.0,5.9,17.6,35.3
268,university of twente,nl,21,21,37.33,0.3170433080638366,0.6264246162071809,1.0,0.5714285714285714,True,0.2857142857142857,-0.15145516231445744,0.5714285714285714,0.0,4.8,19.0,0.0,0.0,0.0,23.8,23.8,28.6
269,university of cincinnati,us,16,13,35.81,0.2916396384180733,0.7023169240137338,1.0,0.4375,True,0.0625,-0.28449225352601193,0.1875,0.0,37.5,0.0,0.0,0.0,0.0,12.5,0.0,50.0
270,university of chinese academy of sciences,cn,26,25,35.61,0.39457058061618566,0.6159436796629222,1.0,0.3613491340018231,False,0.8461538461538461,0.22531798033965764,0.38461538461538464,0.0,11.5,3.8,0.0,0.0,0.0,42.3,15.4,26.9
271,east china normal university,cn,20,20,34.79,0.2990663926356679,0.6770852316123604,1.0,0.46,True,0.1,-0.29950776511648686,0.2,0.0,30.0,0.0,0.0,0.0,0.0,15.0,5.0,50.0
272,delft university of technology,nl,25,24,33.57,0.2951600467850634,0.6885202058776537,1.0,0.42400000000000004,True,0.04,-0.27495523391006454,0.48,0.0,24.0,16.0,0.0,0.0,0.0,12.0,4.0,44.0
273,indian institute of technology dhanbad,in,15,14,33.38,0.3274066925439376,0.7809545504141262,1.0,0.11923427529626253,False,0.8666666666666667,0.12265409720488393,0.2,0.0,73.3,0.0,0.0,6.7,0.0,13.3,6.7,0.0
